trade_date,ticker,open,high,low,close,volume,ma5,ma20,ma60,slope5,slope20,slope60,ma_order_code,slope_code,trend_type,trend_strength,action_bias,buy_threshold_pct,sell_threshold_pct,rebound_pct,budget_multiplier,reason
2024-01-17,SPY,471.82000732421875,472.7900085449219,469.8699951171875,472.2900085449219,68843900.0,475.36199951171875,473.37550201416013,454.0198338826497,0.003165465639172515,0.0012754546324183643,0.004841027766294533,5>20>60,+0+,weak_uptrend,0.0029335747625706737,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=+0+"
2024-01-18,SPY,474.010009765625,477.05999755859375,472.4200134277344,476.489990234375,91856200.0,475.347998046875,473.60150146484375,454.9415003458659,-0.0005592842455215729,0.0010991757083687376,0.005372991796410769,5>20>60,00+,weak_uptrend,0.0016839931945535614,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=00+"
2024-01-19,SPY,477.6499938964844,482.7200012207031,476.5400085449219,482.42999267578125,110834500.0,476.5639953613281,473.98100128173826,455.9743336995443,0.001858385015766501,0.001592258194532564,0.005998456528392987,5>20>60,00+,weak_uptrend,0.002606561271921617,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=00+"
2024-01-22,SPY,484.010009765625,485.2200012207031,482.7799987792969,483.45001220703125,75844900.0,477.9179992675781,474.7405014038086,456.97133382161456,0.005376954317940519,0.002883544636003637,0.006500817186166621,5>20>60,+++,strong_uptrend,0.004853703987004675,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-01-23,SPY,484.010009765625,485.1099853515625,482.8900146484375,484.8599853515625,49945300.0,479.90399780273435,475.34850006103517,458.0931671142578,0.009584556524018639,0.0036887522332339994,0.0069276308404396785,5>20>60,+++,strong_uptrend,0.007284430100067455,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-01-24,SPY,487.80999755859375,488.7699890136719,484.8800048828125,485.3900146484375,81765000.0,482.5239990234375,475.9355010986328,459.307167561849,0.012506197950582786,0.0041235826153563125,0.007309257596285712,5>20>60,+++,strong_uptrend,0.00895202527915543,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-01-25,SPY,487.5799865722656,488.30999755859375,485.3900146484375,488.0299987792969,72525000.0,484.8320007324219,476.55450134277345,460.5963343302409,0.014466920006025383,0.003821034720233167,0.007932665006162947,5>20>60,+++,strong_uptrend,0.009966303420315232,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-01-26,SPY,487.5899963378906,489.1199951171875,486.5400085449219,487.4100036621094,76641600.0,485.8280029296875,477.09950103759763,461.79333445231117,0.01234414623357279,0.0036836152345860688,0.00807732488428593,5>20>60,+++,strong_uptrend,0.008892622664019401,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-01-29,SPY,487.7300109863281,491.4200134277344,487.1700134277344,491.2699890136719,61322800.0,487.3919982910156,477.82850036621096,463.01116739908855,0.010088615856268864,0.003977428166649503,0.008064319694599137,5>20>60,+++,strong_uptrend,0.00785040031704911,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-01-30,SPY,490.55999755859375,491.6199951171875,490.1099853515625,490.8900146484375,58618400.0,488.59800415039064,478.6075012207031,464.1483342488607,0.007767646137795293,0.004308006475953932,0.00771174161380335,5>20>60,+++,strong_uptrend,0.006718573334444497,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-01-31,SPY,488.6199951171875,489.0799865722656,482.8599853515625,482.8800048828125,126011100.0,488.09600219726565,479.1190017700195,465.01700083414715,0.004668317293160207,0.004232871189405686,0.006980755548711557,5>20>60,+++,strong_uptrend,0.00500017111314412,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-01,SPY,484.6300048828125,489.2300109863281,483.79998779296875,489.20001220703125,91891600.0,488.3300048828125,480.139501953125,465.92550099690754,0.0019245424526579769,0.004836466609134554,0.006294305198273998,5>20>60,0++,weak_uptrend,0.0036720722487241543,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-02-02,SPY,489.6499938964844,496.04998779296875,489.29998779296875,494.3500061035156,99228200.0,489.71800537109374,481.4930023193359,466.9031677246094,0.0022922754722476627,0.006028950844425217,0.005935243697915834,5>20>60,+++,strong_uptrend,0.004141871729034564,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-05,SPY,493.70001220703125,494.3800048828125,490.2300109863281,492.54998779296875,75757100.0,489.9740051269531,482.72450103759763,467.8301676432292,0.0038476097350382587,0.0075252687834509845,0.006049599915778914,5>20>60,+++,strong_uptrend,0.005391305485710207,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-06,SPY,493.5199890136719,494.32000732421875,492.04998779296875,493.9800109863281,55918600.0,490.5920043945313,483.6935012817383,468.77566782633465,0.004632112483568585,0.007402014027498793,0.006117215785203453,5>20>60,+++,strong_uptrend,0.0057601036070746205,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-07,SPY,496.2900085449219,498.5299987792969,495.3599853515625,498.1000061035156,70556500.0,493.63600463867186,484.9045013427734,469.84666798909507,0.00800052116648066,0.0070852515135306675,0.006304305620436139,5>20>60,+++,strong_uptrend,0.0073866971613867575,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-08,SPY,498.1000061035156,498.7099914550781,497.260009765625,498.32000732421875,52343600.0,495.4600036621094,485.9925018310547,470.8085016886393,0.011196509361215709,0.006769908687942368,0.006366271889677329,5>20>60,+++,strong_uptrend,0.008902481664926031,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-09,SPY,498.8399963378906,501.6499938964844,498.489990234375,501.20001220703125,63979400.0,496.8300048828125,487.2350021362305,471.8253351847331,0.012715251028153022,0.00732178713401686,0.006505600797369532,5>20>60,+++,strong_uptrend,0.009855281813755477,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-12,SPY,501.1700134277344,503.5,500.239990234375,500.9800109863281,56502300.0,498.51600952148436,488.4500030517578,472.69616851806643,0.009885836602183284,0.007311752518622426,0.006064745635351611,5>20>60,+++,strong_uptrend,0.008349393183748692,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-13,SPY,494.5299987792969,497.0899963378906,490.7200012207031,494.0799865722656,113099200.0,498.5360046386719,489.40750274658205,473.43616841634116,0.006208373943056487,0.0070268592677063535,0.005581179435539642,5>20>60,+++,strong_uptrend,0.006328480638948078,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-14,SPY,496.7900085449219,499.07000732421875,494.3999938964844,498.57000732421875,68387800.0,498.6300048828125,490.72150268554685,474.24183502197263,0.0036229695918316733,0.007155685724609617,0.005121598305638702,5>20>60,+++,strong_uptrend,0.004982510174426462,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-15,SPY,499.2900085449219,502.20001220703125,498.79998779296875,502.010009765625,61683000.0,499.3680053710938,491.99750366210935,475.0955017089844,0.001709064169127132,0.007262771190884111,0.005075846496577336,5>20>60,0++,weak_uptrend,0.004048532741144266,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-02-16,SPY,501.70001220703125,502.8699951171875,498.75,499.510009765625,75532900.0,499.0300048828125,492.85150451660155,475.84966837565105,0.0009909018396747897,0.007037084128648556,0.0050978360343340925,5>20>60,0++,weak_uptrend,0.00362614336529878,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-02-20,SPY,497.7200012207031,498.4100036621094,494.45001220703125,496.760009765625,71736700.0,498.1860046386719,493.5170043945312,476.57450205485026,-0.0008904402859690995,0.005696717371636607,0.004918728928183963,5>20>60,0++,weak_uptrend,0.0031379811401123243,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-02-21,SPY,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,59293400.0,498.8120056152344,494.134504699707,477.27766876220704,-0.0011134068460116836,0.004343520082299627,0.004593112427655279,5>20>60,0++,weak_uptrend,0.0027783819332267857,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-02-22,SPY,504.010009765625,508.489990234375,503.0199890136719,507.5,76402500.0,500.59800415039064,495.24000396728513,478.14766896565754,0.003142094167156088,0.004846286211556298,0.004829257521290063,5>20>60,+++,strong_uptrend,0.003990784451302945,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-23,SPY,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,61321800.0,501.76600341796876,496.2310043334961,479.0371688842773,0.00718606854862054,0.005499303802701886,0.005167433043120778,5>20>60,+++,strong_uptrend,0.006276312023744991,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-26,SPY,508.29998779296875,508.75,505.8599853515625,505.989990234375,50386700.0,503.06199951171874,497.1600036621094,479.88816884358727,0.008520231767963165,0.0061228247240920925,0.005469562588483156,5>20>60,+++,strong_uptrend,0.007190875818905841,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-27,SPY,506.70001220703125,507.1600036621094,504.75,506.92999267578125,48854500.0,505.09599609375,497.94300384521483,480.76016896565756,0.00898523746812234,0.005457959486867816,0.005463793237037932,5>20>60,+++,strong_uptrend,0.0072227652275291005,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-28,SPY,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,56506600.0,506.9059997558594,498.71150360107424,481.59116923014324,0.01024381146366555,0.004998678530596378,0.00533152855719823,5>20>60,+++,strong_uptrend,0.007687815002451335,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-02-29,SPY,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,83924800.0,507.0219970703125,499.97150268554685,482.4075022379557,0.007871788293366287,0.005655119081840479,0.005249834352948177,5>20>60,+++,strong_uptrend,0.006682396741824923,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-01,SPY,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,76844800.0,508.02199096679686,501.1540008544922,483.3435017903646,0.005792948064675979,0.006448523193380408,0.005373433556829413,5>20>60,+++,strong_uptrend,0.005905717701717995,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-04,SPY,512.030029296875,514.2000122070312,512.0,512.2999877929688,49799300.0,509.28399047851565,502.05149993896487,484.2718348185221,0.004691186775855009,0.006697251444519176,0.005566268153679191,5>20>60,+++,strong_uptrend,0.005468022452019095,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-05,SPY,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,72855600.0,509.3339904785156,502.78300018310546,485.14550120035807,0.004559946948184298,0.005623315493897008,0.005675697309225881,5>20>60,+++,strong_uptrend,0.005102107584106427,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-06,SPY,510.54998779296875,512.0700073242188,508.4200134277344,509.75,68382400.0,510.0319885253906,503.5714996337891,486.00416768391926,0.0039565168326052,0.004823864072071478,0.005504710177542941,5>20>60,+++,strong_uptrend,0.0045263596734326315,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-07,SPY,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,58652100.0,511.37799072265625,504.406999206543,486.9143341064453,0.00411165535003979,0.004691748292484908,0.005456644590766827,5>20>60,+++,strong_uptrend,0.004554681080918733,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-08,SPY,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,86532500.0,511.15199584960936,505.0769989013672,487.74316762288413,0.003569377667855543,0.004562601992164177,0.005354406906997705,5>20>60,+++,strong_uptrend,0.004224350812976565,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-11,SPY,510.4800109863281,511.8800048828125,508.5,511.2799987792969,62557200.0,510.947998046875,505.5809982299805,488.52950083414714,0.001795984452137548,0.003990493103070305,0.005196114186144739,5>20>60,0++,weak_uptrend,0.003134362994218813,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-03-12,SPY,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,73114400.0,512.8680053710938,506.3709991455078,489.3008346557617,0.0029137246331855256,0.0038936809799513107,0.004901273965770491,5>20>60,+++,strong_uptrend,0.0036052214037322543,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-13,SPY,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,55104100.0,514.1119995117188,507.46549835205076,490.0335006713867,0.00579084829198295,0.00472898084030553,0.0046957767951214865,5>20>60,+++,strong_uptrend,0.005253273757107432,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-14,SPY,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,110171800.0,514.1400024414063,508.2844985961914,490.79383443196616,0.0062472196911092645,0.005347314032124929,0.004634998692919766,5>20>60,+++,strong_uptrend,0.005654803793776064,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-15,SPY,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,107646300.0,513.7619995117187,508.6754974365234,491.4248341878255,0.0017431271423884024,0.004551007650328299,0.004340886795253691,5>20>60,0++,weak_uptrend,0.0031050432253434293,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-03-18,SPY,514.0,515.47998046875,512.4400024414062,512.8599853515625,88893300.0,514.0779968261719,509.34299621582034,492.0585006713867,-6.613867324463645e-05,0.0036997547022735236,0.004132370536352226,5>20>60,0++,weak_uptrend,0.0019694698545748204,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-03-19,SPY,512.1500244140625,516.0,511.1199951171875,515.7100219726562,60755300.0,513.8639953613281,510.2904968261719,492.84933420817055,-0.0005368325334881347,0.003946605169980139,0.0041881124659672525,5>20>60,0++,weak_uptrend,0.0022900203109315594,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-03-20,SPY,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,69594600.0,514.7659973144531,511.4539962768555,493.64566701253256,0.001954207986749853,0.005462222682897754,0.0045191709295224905,5>20>60,0++,weak_uptrend,0.0035196049841487507,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-03-21,SPY,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,60256100.0,516.2159973144531,512.188996887207,494.454833984375,0.004158902932008164,0.005587591647536473,0.004870017101053308,5>20>60,+++,strong_uptrend,0.004729732380475685,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-22,SPY,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,79070800.0,518.4920043945312,512.8569976806641,495.2141677856445,0.009006291693873092,0.005029489811107534,0.004798289078087932,5>20>60,+++,strong_uptrend,0.0069716506058863925,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-25,SPY,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,48512100.0,519.8740112304688,513.5459991455078,495.93516794840497,0.009922982369978451,0.0040903050594601675,0.004637943952244365,5>20>60,+++,strong_uptrend,0.007116171493276148,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-26,SPY,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,65463700.0,520.4940063476563,514.1399993896484,496.63716786702474,0.008287246143976428,0.003809145675323885,0.004413616234801956,5>20>60,+++,strong_uptrend,0.006169090021545771,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-27,SPY,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,82999800.0,521.0320068359375,514.985498046875,497.4348342895508,0.004898826635470221,0.004150280440428441,0.004484254789874059,5>20>60,+++,strong_uptrend,0.004591348407838454,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-03-28,SPY,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,96294900.0,521.206005859375,515.7349990844726,498.27516784667966,0.0025621489055656288,0.004262519701462163,0.00471835846599639,5>20>60,+++,strong_uptrend,0.0035035020564207413,buy_bias,0.005,,0.002,1.2,"order=5>20>60, slope=+++"
2024-04-01,SPY,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,62477500.0,521.39599609375,516.2004989624023,499.16466725667317,0.001732949342535241,0.004007662456140286,0.0050892272129039835,5>20>60,0++,weak_uptrend,0.0030866188506905026,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-04-02,SPY,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,74230300.0,521.2099975585937,516.5275009155273,500.0240010579427,0.0003416118785812907,0.002994264643374325,0.005205037102176075,5>20>60,0++,weak_uptrend,0.002110092752738158,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-04-03,SPY,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,59155800.0,521.3299926757812,517.1389999389648,500.88216705322264,0.0002378844737252035,0.002722329989208756,0.005232047219630177,5>20>60,0++,weak_uptrend,0.0019820506775512638,buy_bias,0.008,,0.003,1.0,"order=5>20>60, slope=0++"
2024-04-04,SPY,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,96858100.0,519.3099975585938,517.3050003051758,501.52333374023436,-0.004000795078566686,0.0021396750777916375,0.004725227241190842,5>20>60,-++,range,0.0035873455108590023,hold_bias,,,,0.0,"order=5>20>60, slope=-++"
2024-04-05,SPY,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,74546500.0,518.3819946289062,517.4860000610352,502.2658335367839,-0.005425841681729406,0.00185565946403425,0.004483449742608211,5>20>60,-0+,range,0.004166308628596621,hold_bias,,,,0.0,"order=5>20>60, slope=-0+"
2024-04-08,SPY,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,48401800.0,517.693994140625,517.8359985351562,502.9684997558594,-0.006974466434386516,0.0013477973934931794,0.004165316395492802,20>5>60,-0+,range,0.004724635714339773,hold_bias,,,,0.0,"order=20>5>60, slope=-0+"
2024-04-09,SPY,520.5,520.75,514.3499755859375,519.3200073242188,68049200.0,517.789990234375,518.2379989624023,503.6846664428711,-0.0029269748923855315,0.0018035755631129699,0.004309535683052009,20>5>60,-0+,range,0.0028664672517370584,hold_bias,,,,0.0,"order=20>5>60, slope=-0+"
2024-04-10,SPY,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,82652800.0,516.7319946289062,518.104997253418,504.3086664835612,-0.003182980923519849,0.0011961622001558057,0.0040672345407060245,20>5>60,-0+,range,0.002763786029947871,hold_bias,,,,0.0,"order=20>5>60, slope=-0+"
2024-04-11,SPY,515.6799926757812,519.47998046875,512.0800170898438,518.0,70099000.0,517.7179931640625,518.2064987182617,505.02649993896483,4.6357546560479306e-05,0.0007154778427022353,0.004091707898415878,20>5>60,00+,weak_uptrend,0.001056163705774086,buy_bias,0.008,,0.003,1.0,"order=20>5>60, slope=00+"
2024-04-12,SPY,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,92561100.0,516.2019958496094,518.001498413086,505.6691665649414,-0.0030668696087515755,-0.0004563550912705625,0.003939965328079701,20>5>60,-0+,range,0.0024583343973728967,hold_bias,,,,0.0,"order=20>5>60, slope=-0+"
2024-04-15,SPY,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,92101400.0,513.3480041503906,517.7324996948242,506.13516693115236,-0.006548830948518875,-0.0007189615243405039,0.003621790718622739,20>5>60,-0+,range,0.004214462075286137,hold_bias,,,,0.0,"order=20>5>60, slope=-0+"
2024-04-16,SPY,504.94000244140625,506.5,502.2099914550781,503.5299987792969,73484000.0,510.19000244140625,517.266000366211,506.48683369954426,-0.014540716803463775,-0.0018149103771894434,0.0028915982839631585,20>5>60,-0+,range,0.008393151171681351,hold_bias,,,,0.0,"order=20>5>60, slope=-0+"
2024-04-17,SPY,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,75910300.0,507.4760009765625,516.5079986572266,506.77183329264324,-0.016904225367600327,-0.002883195821700823,0.0021806089843134993,20>5>60,--+,range,0.00975319322717311,hold_bias,,,,0.0,"order=20>5>60, slope=--+"
2024-04-18,SPY,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,74548100.0,503.7799987792969,515.4599990844727,507.0161666870117,-0.018638438824611966,-0.004389333510434642,0.0017406412622958537,20>60>5,--0,range,0.010984147717895546,hold_bias,,,,0.0,"order=20>60>5, slope=--0"
2024-04-19,SPY,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,102212600.0,500.6419982910156,514.1079986572265,507.1789998372396,-0.018714604568299403,-0.006105179359843213,0.0013666024299970796,20>60>5,--0,range,0.011462176578102083,hold_bias,,,,0.0,"order=20>60>5, slope=--0"
2024-04-22,SPY,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,67961000.0,499.69599609375,513.0334976196289,507.37383321126305,-0.015330783855474955,-0.006726906546714588,0.0011879111644947646,20>60>5,--0,range,0.009921046124650808,hold_bias,,,,0.0,"order=20>60>5, slope=--0"
2024-04-23,SPY,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,64633600.0,500.1199951171875,512.3274963378906,507.6778330485026,-0.007265083312116172,-0.0060771015251345,0.0013050202438600245,20>60>5,--0,range,0.005716676162370441,hold_bias,,,,0.0,"order=20>60>5, slope=--0"
2024-04-24,SPY,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,55928100.0,501.0919982910156,511.6574966430664,507.9134999593099,0.000898845884955921,-0.004766512134727467,0.001448206890084195,20>60>5,0-0,range,0.0021690179609130398,hold_bias,,,,0.0,"order=20>60>5, slope=0-0"
2024-04-25,SPY,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,69122400.0,501.88599853515626,510.67349700927736,508.1234995524089,0.0043826695801568415,-0.004600090678876582,0.0014775423801441404,20>60>5,+-0,rebound_setup,0.0038668704697702233,buy_bias,0.01,,0.004,0.8,"order=20>60>5, slope=+-0"
2024-04-26,SPY,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,64306100.0,504.50599975585936,509.93299713134763,508.54649963378904,0.008769904585886714,-0.004673766728623373,0.0017110587241327738,20>60>5,+-0,rebound_setup,0.006129294056356924,buy_bias,0.01,,0.004,0.8,"order=20>60>5, slope=+-0"
2024-04-29,SPY,510.0899963378906,510.75,507.25,510.05999755859375,46415400.0,506.5739990234375,509.32799835205077,508.8941660563151,0.010940108305697124,-0.004552846985139923,0.0019307738366548153,20>60>5,+-0,rebound_setup,0.007222063015721502,buy_bias,0.01,,0.004,0.8,"order=20>60>5, slope=+-0"
2024-04-30,SPY,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,77483600.0,505.8400024414062,508.48499755859376,509.021332804362,0.00787829092222224,-0.004285516016594524,0.0017669587270495802,60>20>5,+-0,rebound_setup,0.005578192011499393,buy_bias,0.01,,0.004,0.8,"order=60>20>5, slope=+-0"
2024-05-01,SPY,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,80242800.0,504.8280029296875,507.531999206543,509.15133310953775,0.0006382543993212374,-0.004708457656812896,0.0011893376046915158,60>20>5,0-0,range,0.0019695320176427904,hold_bias,,,,0.0,"order=60>20>5, slope=0-0"
2024-05-02,SPY,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,62550200.0,505.13600463867186,507.1299987792969,509.3354995727539,-0.0028386659945788648,-0.004315489389677339,0.0008672402748472037,60>20>5,--0,range,0.0028874278691620745,hold_bias,,,,0.0,"order=60>20>5, slope=--0"
2024-05-03,SPY,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,72756700.0,505.74200439453125,506.7729995727539,509.55533294677736,-0.00019373328800014947,-0.003366860367679907,0.0010490722254672539,60>20>5,0-0,range,0.0013167391993974976,hold_bias,,,,0.0,"order=60>20>5, slope=0-0"
2024-05-06,SPY,513.75,516.6099853515625,513.2999877929688,516.5700073242188,47264700.0,507.04400634765625,506.6655014038086,509.85949961344403,0.004389620633381139,-0.0017072771846682326,0.0013908762638041264,mixed,+00,range,0.002985168724851864,hold_bias,,,,0.0,"order=mixed, slope=+00"
