trade_date,ticker,open,high,low,close,volume,ma5,ma20,ma60,slope5,slope20,slope60,ma_order_code,slope_code,ma_state_code,slope_state_code,day_state_code,state_seq_5d,trend_strength,action_bias
2024/1/25,SPY,487.5799866,488.3099976,485.3900146,488.0299988,72525000,484.8320007,476.5545013,460.5963343,0.01446692,0.003821035,0.007932665,5>20>60,+++,a,1,a1,a5a1a1a1a1,0.009966303,
2024/1/26,SPY,487.5899963,489.1199951,486.5400085,487.4100037,76641600,485.8280029,477.099501,461.7933345,0.012344146,0.003683615,0.008077325,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.008892623,
2024/1/29,SPY,487.730011,491.4200134,487.1700134,491.269989,61322800,487.3919983,477.8285004,463.0111674,0.010088616,0.003977428,0.00806432,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.0078504,
2024/1/30,SPY,490.5599976,491.6199951,490.1099854,490.8900146,58618400,488.5980042,478.6075012,464.1483342,0.007767646,0.004308006,0.007711742,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.006718573,
2024/1/31,SPY,488.6199951,489.0799866,482.8599854,482.8800049,126011100,488.0960022,479.1190018,465.0170008,0.004668317,0.004232871,0.006980756,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.005000171,
2024/2/1,SPY,484.6300049,489.230011,483.7999878,489.2000122,91891600,488.3300049,480.139502,465.925501,0.001924542,0.004836467,0.006294305,5>20>60,0++,a,1,a1,a1a1a1a1a1,0.003672072,
2024/2/2,SPY,489.6499939,496.0499878,489.2999878,494.3500061,99228200,489.7180054,481.4930023,466.9031677,0.002292275,0.006028951,0.005935244,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.004141872,
2024/2/5,SPY,493.7000122,494.3800049,490.230011,492.5499878,75757100,489.9740051,482.724501,467.8301676,0.00384761,0.007525269,0.0060496,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.005391305,
2024/2/6,SPY,493.519989,494.3200073,492.0499878,493.980011,55918600,490.5920044,483.6935013,468.7756678,0.004632112,0.007402014,0.006117216,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.005760104,
2024/2/7,SPY,496.2900085,498.5299988,495.3599854,498.1000061,70556500,493.6360046,484.9045013,469.846668,0.008000521,0.007085252,0.006304306,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.007386697,
2024/2/8,SPY,498.1000061,498.7099915,497.2600098,498.3200073,52343600,495.4600037,485.9925018,470.8085017,0.011196509,0.006769909,0.006366272,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.008902482,
2024/2/9,SPY,498.8399963,501.6499939,498.4899902,501.2000122,63979400,496.8300049,487.2350021,471.8253352,0.012715251,0.007321787,0.006505601,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.009855282,
2024/2/12,SPY,501.1700134,503.5,500.2399902,500.980011,56502300,498.5160095,488.4500031,472.6961685,0.009885837,0.007311753,0.006064746,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.008349393,
2024/2/13,SPY,494.5299988,497.0899963,490.7200012,494.0799866,113099200,498.5360046,489.4075027,473.4361684,0.006208374,0.007026859,0.005581179,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.006328481,
2024/2/14,SPY,496.7900085,499.0700073,494.3999939,498.5700073,68387800,498.6300049,490.7215027,474.241835,0.00362297,0.007155686,0.005121598,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.00498251,
2024/2/15,SPY,499.2900085,502.2000122,498.7999878,502.0100098,61683000,499.3680054,491.9975037,475.0955017,0.001709064,0.007262771,0.005075846,5>20>60,0++,a,1,a1,a1a1a1a1a1,0.004048533,
2024/2/16,SPY,501.7000122,502.8699951,498.75,499.5100098,75532900,499.0300049,492.8515045,475.8496684,0.000990902,0.007037084,0.005097836,5>20>60,0++,a,1,a1,a1a1a1a1a1,0.003626143,
2024/2/20,SPY,497.7200012,498.4100037,494.4500122,496.7600098,71736700,498.1860046,493.5170044,476.5745021,-0.00089044,0.005696717,0.004918729,5>20>60,0++,a,5,a5,a1a1a1a1a1,0.003137981,
2024/2/21,SPY,495.4200134,497.3699951,493.5599976,497.2099915,59293400,498.8120056,494.1345047,477.2776688,-0.001113407,0.00434352,0.004593112,5>20>60,0++,a,5,a5,a1a1a1a1a5,0.002778382,
2024/2/22,SPY,504.0100098,508.4899902,503.019989,507.5,76402500,500.5980042,495.240004,478.147669,0.003142094,0.004846286,0.004829258,5>20>60,+++,a,1,a1,a1a1a1a5a5,0.003990784,
2024/2/23,SPY,509.269989,510.1300049,507.1000061,507.8500061,61321800,501.7660034,496.2310043,479.0371689,0.007186069,0.005499304,0.005167433,5>20>60,+++,a,1,a1,a1a1a5a5a1,0.006276312,
2024/2/26,SPY,508.2999878,508.75,505.8599854,505.9899902,50386700,503.0619995,497.1600037,479.8881688,0.008520232,0.006122825,0.005469563,5>20>60,+++,a,1,a1,a1a5a5a1a1,0.007190876,
2024/2/27,SPY,506.7000122,507.1600037,504.75,506.9299927,48854500,505.0959961,497.9430038,480.760169,0.008985237,0.005457959,0.005463793,5>20>60,+++,a,1,a1,a5a5a1a1a1,0.007222765,
2024/2/28,SPY,505.3299866,506.8599854,504.9599915,506.2600098,56506600,506.9059998,498.7115036,481.5911692,0.010243811,0.004998679,0.005331529,5>20>60,+++,a,1,a1,a5a1a1a1a1,0.007687815,
2024/2/29,SPY,508.0700073,509.7399902,505.3500061,508.0799866,83924800,507.0219971,499.9715027,482.4075022,0.007871788,0.005655119,0.005249834,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.006682397,
2024/3/1,SPY,508.980011,513.289978,508.5599976,512.8499756,76844800,508.021991,501.1540009,483.3435018,0.005792948,0.006448523,0.005373434,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.005905718,
2024/3/4,SPY,512.0300293,514.2000122,512,512.2999878,49799300,509.2839905,502.0514999,484.2718348,0.004691187,0.006697251,0.005566268,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.005468022,
2024/3/5,SPY,510.2399902,510.7000122,504.9100037,507.1799927,72855600,509.3339905,502.7830002,485.1455012,0.004559947,0.005623315,0.005675697,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.005102108,
2024/3/6,SPY,510.5499878,512.0700073,508.4200134,509.75,68382400,510.0319885,503.5714996,486.0041677,0.003956517,0.004823864,0.00550471,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.00452636,
2024/3/7,SPY,513.1400146,515.8900146,509.8099976,514.8099976,58652100,511.3779907,504.4069992,486.9143341,0.004111655,0.004691748,0.005456645,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.004554681,
2024/3/8,SPY,515.460022,518.2199707,511.1300049,511.7200012,86532500,511.1519958,505.0769989,487.7431676,0.003569378,0.004562602,0.005354407,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.004224351,
2024/3/11,SPY,510.480011,511.8800049,508.5,511.2799988,62557200,510.947998,505.5809982,488.5295008,0.001795984,0.003990493,0.005196114,5>20>60,0++,a,1,a1,a1a1a1a1a1,0.003134363,
2024/3/12,SPY,513.4500122,517.3800049,510.8599854,516.7800293,73114400,512.8680054,506.3709991,489.3008347,0.002913725,0.003893681,0.004901274,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.003605221,
2024/3/13,SPY,517.1099854,517.289978,514.4899902,515.9699707,55104100,514.1119995,507.4654984,490.0335007,0.005790848,0.004728981,0.004695777,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.005253274,
2024/3/14,SPY,516.9699707,517.1300049,511.8200073,514.9500122,110171800,514.1400024,508.2844986,490.7938344,0.00624722,0.005347314,0.004634999,5>20>60,+++,a,1,a1,a1a1a1a1a1,0.005654804,
2024/3/15,SPY,510.2099915,511.7000122,508.1199951,509.8299866,107646300,513.7619995,508.6754974,491.4248342,0.001743127,0.004551008,0.004340887,5>20>60,0++,a,1,a1,a1a1a1a1a1,0.003105043,
2024/3/18,SPY,514,515.4799805,512.4400024,512.8599854,88893300,514.0779968,509.3429962,492.0585007,-6.61E-05,0.003699755,0.004132371,5>20>60,0++,a,5,a5,a1a1a1a1a1,0.00196947,
2024/3/19,SPY,512.1500244,516,511.1199951,515.710022,60755300,513.8639954,510.2904968,492.8493342,-0.000536833,0.003946605,0.004188112,5>20>60,0++,a,5,a5,a1a1a1a1a5,0.00229002,
2024/3/20,SPY,515.7700195,520.6199951,515.0800171,520.4799805,69594600,514.7659973,511.4539963,493.645667,0.001954208,0.005462223,0.004519171,5>20>60,0++,a,1,a1,a1a1a1a5a5,0.003519605,
2024/3/21,SPY,523.3900146,524.1099854,521.9099731,522.2000122,60256100,516.2159973,512.1889969,494.454834,0.004158903,0.005587592,0.004870017,5>20>60,+++,a,1,a1,a1a1a5a5a1,0.004729732,
2024/3/22,SPY,522.1099854,522.6099854,520.9699707,521.210022,79070800,518.4920044,512.8569977,495.2141678,0.009006292,0.00502949,0.004798289,5>20>60,+++,a,1,a1,a1a5a5a1a1,0.006971651,
